0.5,0,-0.65,0,1.8,0,0.42,0
1,0,-0.65,0,1.8,0,0.42,0
1.5,0.0404403,-0.645967,-0.0697484,1.79928,0.00347388,0.416113,-0.0455544
2,0.190623,-0.643237,-0.236779,1.7652,0.0314291,0.458256,-0.16875
2.5,0.227095,-0.666599,-0.301763,1.79042,0.0349761,0.419577,-0.214826
3,0.299507,-0.659926,-0.396297,1.74373,0.0423521,0.46204,-0.276518
3.5,0.387141,-0.683229,-0.502723,1.74327,0.0541645,0.448603,-0.354741
4,0.436182,-0.689416,-0.573396,1.70472,0.0545896,0.479948,-0.399233
4.5,0.505716,-0.69637,-0.659138,1.66626,0.0581694,0.50167,-0.453821
5,0.571783,-0.700931,-0.740763,1.61015,0.0596626,0.543762,-0.501664
5.5,0.598892,-0.708404,-0.787718,1.59691,0.0567427,0.531569,-0.527286
6,0.684352,-0.769789,-0.834527,1.59402,0.0212641,0.546888,-0.652452
6.5,0.660761,-0.733396,-0.805746,1.57797,-0.0151559,0.559457,-0.678359
7,0.62672,-0.741066,-0.765644,1.63568,-0.0597252,0.500357,-0.727205
7.5,0.667574,-0.756055,-0.782114,1.6085,-0.0979021,0.54393,-0.809602
8,0.799983,-0.828916,-0.85518,1.57446,-0.132906,0.591056,-0.965609
8.5,0.632198,-0.769357,-0.741778,1.71482,-0.179442,0.436659,-0.921265
9,0.671543,-0.812989,-0.7558,1.7136,-0.223934,0.449352,-1.01522
9.5,0.668592,-0.81952,-0.744297,1.73279,-0.265723,0.435856,-1.07094
10,0.707514,-0.84662,-0.758893,1.72816,-0.30826,0.454863,-1.15713
10.5,0.742583,-0.87863,-0.770485,1.73251,-0.353944,0.463135,-1.24771
11,0.694375,-0.82642,-0.70138,1.70919,-0.339415,0.507804,-1.19803
11.5,0.682284,-0.754137,-0.63751,1.59597,-0.314191,0.650201,-1.15614
12,0.579852,-0.77181,-0.552812,1.7566,-0.338219,0.458198,-1.0777
12.5,0.534042,-0.708662,-0.476313,1.68891,-0.325365,0.526133,-1.01882
13,0.477921,-0.683058,-0.400079,1.69312,-0.330742,0.509177,-0.960222
13.5,0.403345,-0.649975,-0.305603,1.6881,-0.339771,0.500435,-0.882752
14,0.375557,-0.613532,-0.235522,1.61627,-0.33805,0.573948,-0.843399
14.5,0.29746,-0.592524,-0.138017,1.62815,-0.367621,0.537284,-0.759148
15,0.229445,-0.563225,-0.0387027,1.58772,-0.390807,0.565229,-0.684069
15.5,0.194249,-0.521491,0.0400118,1.50582,-0.40448,0.636713,-0.641193
16,0.173167,-0.533608,0.0564854,1.54149,-0.421808,0.592,-0.617078
16.5,0.00292403,-0.355799,0.396971,1.27099,-0.576229,0.818991,-0.34096
17,0.173167,-0.533608,0.0564854,1.54149,-0.262452,0.592,-0.698503
17.5,0.13133,-0.499787,0.0677099,1.42973,-0.305836,0.713099,-0.724285
18,0.117478,-0.520997,0.0731767,1.49945,-0.317844,0.628173,-0.69993
18.5,0.109188,-0.530236,0.0753494,1.52595,-0.324132,0.594792,-0.69015
19,0.098778,-0.524803,0.0871466,1.5164,-0.329403,0.60529,-0.681034
19.5,0.0828659,-0.526629,0.101737,1.5226,-0.338166,0.599354,-0.664535
20,0.112913,-0.515172,0.0787668,1.48783,-0.321257,0.640022,-0.69882
20.5,0.117179,-0.523678,0.0697618,1.51081,-0.319216,0.611161,-0.700353
21,0.146552,-0.539218,0.0184629,1.54788,-0.341448,0.578977,-0.793221
21.5,0.251297,-0.567229,-0.110557,1.59602,-0.331482,0.52934,-0.962175
22,0.335974,-0.575219,-0.203971,1.57598,-0.341048,0.55785,-1.11237
22.5,0.451853,-0.603636,-0.326841,1.57067,-0.336612,0.570052,-1.28913
23,0.518773,-0.645487,-0.409589,1.6065,-0.362112,0.527091,-1.42305
23.5,0.62592,-0.662037,-0.50453,1.54069,-0.378024,0.604425,-1.58237
24,0.701044,-0.71313,-0.584535,1.56041,-0.408668,0.571779,-1.72154
24.5,0.784565,-0.761673,-0.659754,1.54659,-0.443813,0.576002,-1.86529
