0.04,0,-0.65,0,1.8,0,0.42,0
0.08,0,-0.65,0,1.8,0,0.42,0
0.12,-0.0173303,-0.648562,-0.0185978,1.79954,-0.00915844,0.419123,-0.00404051
0.16,-0.0344723,-0.641106,-0.0372513,1.79662,-0.0182269,0.414196,-0.00805988
0.2,-0.05143,-0.629119,-0.0561278,1.79183,-0.0271002,0.406305,-0.011953
0.24,-0.0680883,-0.615488,-0.075053,1.78603,-0.0356454,0.39723,-0.0156458
0.28,-0.0845639,-0.598839,-0.0932253,1.77897,-0.0456619,0.386407,-0.0210496
0.32,-0.100468,-0.576283,-0.112473,1.76935,-0.0539183,0.371847,-0.0247239
0.36,-0.11593,-0.550703,-0.132351,1.75793,-0.0609436,0.355303,-0.0272952
0.4,-0.131208,-0.526519,-0.151881,1.74661,-0.0680244,0.33977,-0.0301972
0.44,-0.146011,-0.496425,-0.171431,1.7324,-0.075538,0.32075,-0.0337343
0.48,-0.151849,-0.497626,-0.158625,1.73452,-0.114895,0.324586,-0.0741705
0.52,-0.156886,-0.493056,-0.142271,1.73536,-0.160622,0.325848,-0.121442
0.56,-0.162558,-0.497178,-0.124838,1.74072,-0.208133,0.332664,-0.170653
0.6,-0.167902,-0.496781,-0.108265,1.74462,-0.254056,0.336753,-0.218169
0.64,-0.173472,-0.497778,-0.0917821,1.74979,-0.300052,0.341881,-0.265762
0.68,-0.17898,-0.494282,-0.0768637,1.75333,-0.344022,0.344288,-0.311072
0.72,-0.184417,-0.493656,-0.0616002,1.75861,-0.387992,0.348478,-0.356493
0.76,-0.190291,-0.491439,-0.046461,1.76364,-0.433345,0.351884,-0.403205
0.8,-0.195977,-0.489276,-0.0324808,1.76903,-0.476053,0.355356,-0.447172
0.84,-0.202299,-0.482552,-0.0183583,1.77287,-0.52214,0.356424,-0.494325
0.88,-0.186626,-0.514822,0.00548582,1.78632,-0.520065,0.37063,-0.497147
0.92,-0.170418,-0.545798,0.0264126,1.78848,-0.514069,0.374965,-0.495008
0.96,-0.154629,-0.564671,0.0460621,1.78991,-0.508708,0.375817,-0.493423
1,-0.137792,-0.586158,0.0664218,1.79184,-0.501688,0.377552,-0.490418
1.04,-0.122282,-0.595813,0.0848222,1.78817,-0.496717,0.372468,-0.488709
1.08,-0.105862,-0.608283,0.103422,1.78544,-0.489618,0.368721,-0.48501
1.12,-0.0906694,-0.610524,0.120384,1.77775,-0.484062,0.358987,-0.482185
1.16,-0.074972,-0.617095,0.138333,1.77192,-0.478371,0.351614,-0.479431
1.2,-0.0602051,-0.613565,0.15467,1.76116,-0.472979,0.338393,-0.47637
1.24,-0.046142,-0.608669,0.171307,1.74961,-0.469359,0.324397,-0.47494
1.28,-0.0455335,-0.60561,0.172953,1.74749,-0.470649,0.321731,-0.476347
1.32,-0.0455649,-0.604282,0.172952,1.74686,-0.470734,0.320957,-0.476401
1.36,-0.045131,-0.6073,0.17302,1.74823,-0.469873,0.32264,-0.475638
1.4,-0.0455536,-0.607444,0.173748,1.74855,-0.47181,0.322772,-0.477655
1.44,-0.0456212,-0.603236,0.172527,1.74615,-0.47027,0.320285,-0.475843
1.48,-0.0451008,-0.607698,0.17308,1.74847,-0.469888,0.322883,-0.475673
1.52,-0.0457452,-0.60346,0.172804,1.74619,-0.470951,0.320304,-0.476546
1.56,-0.0455899,-0.603636,0.172589,1.74639,-0.470283,0.320528,-0.475876
1.6,-0.0450693,-0.608097,0.173143,1.74871,-0.469901,0.323127,-0.475706
1.64,-0.0457141,-0.603859,0.172866,1.74643,-0.470964,0.320547,-0.47658
1.68,-0.0699579,-0.602827,0.170697,1.75176,-0.518544,0.325983,-0.522743
1.72,-0.0972497,-0.596402,0.167668,1.7554,-0.571421,0.329628,-0.573838
1.76,-0.124091,-0.588649,0.162857,1.75786,-0.621197,0.332933,-0.621591
1.8,-0.151708,-0.57523,0.157851,1.75785,-0.67323,0.333751,-0.671383
1.84,-0.179097,-0.554624,0.14955,1.75258,-0.721419,0.330803,-0.716592
1.88,-0.207362,-0.53107,0.141126,1.74564,-0.773025,0.326925,-0.765089
1.92,-0.2353,-0.500281,0.130252,1.73343,-0.822461,0.319636,-0.810804
1.96,-0.263994,-0.46801,0.117973,1.71638,-0.874304,0.309716,-0.858426
